id,word_1_en,word_2_en,word_3_en,word_1_ja,word_2_ja,word_3_ja,word_class,word_structure_A,word_structure_B,word_alt_en,word_alt_ja,word_IPA,img_URL,word_description,ENG_1,ENG_2,ENG_3,JPN_1,JPN_2,JPN_3,remind_frag,quiz_level
56,species,save species,Efforts to save endangered species.,種,種を保存する,絶滅危惧種を救うための努力。,名詞,spec- (見る) + -ies (名詞化),「見るもの」→種,spectacle,光景,/ˈspiːʃiz/,public\images\species.webp,生物学上の分類単位で、共通の特性を持つ生物のグループ,public\audio\ENG\1\species.mp3,public\audio\ENG\2\species.mp3,public\audio\ENG\3\species.mp3,public\audio\JPN\1\species.mp3,public\audio\JPN\2\species.mp3,public\audio\JPN\3\species.mp3,FALSE,1
57,thought,express thoughts,Writers express complex thoughts clearly.,思考,思いを表現する,作家は複雑な考えを明確に表現します。,名詞,thought (思考),「思考」→思考,thinker,思考者,/θɔt/,public\images\thought.webp,思想や考え、あるいは心の中で生じる内容,public\audio\ENG\1\thought.mp3,public\audio\ENG\2\thought.mp3,public\audio\ENG\3\thought.mp3,public\audio\JPN\1\thought.mp3,public\audio\JPN\2\thought.mp3,public\audio\JPN\3\thought.mp3,FALSE,1
58,knowledge,expand knowledge,Programs aimed to expand knowledge.,知識,知識を拡大する,知識を拡大することを目指したプログラム。,名詞,know- (知る) + ledge- (事実),「知る事実」→知識,acknowledge,認める,/ˈnɑlɪdʒ/,public\images\knowledge.webp,事実や情報、あるいは学習や経験によって得られた理解,public\audio\ENG\1\knowledge.mp3,public\audio\ENG\2\knowledge.mp3,public\audio\ENG\3\knowledge.mp3,public\audio\JPN\1\knowledge.mp3,public\audio\JPN\2\knowledge.mp3,public\audio\JPN\3\knowledge.mp3,FALSE,1
59,memory,improve memory,Techniques to improve memory retention.,記憶,記憶を改善する,記憶力を向上させる技術。,名詞,mem- (思い出す) + -ory (名詞化),「思い出すこと」→記憶,memorial,記念の,/ˈmɛməri/,public\images\memory.webp,過去の経験や情報の保持と回想、あるいは脳の機能,public\audio\ENG\1\memory.mp3,public\audio\ENG\2\memory.mp3,public\audio\ENG\3\memory.mp3,public\audio\JPN\1\memory.mp3,public\audio\JPN\2\memory.mp3,public\audio\JPN\3\memory.mp3,FALSE,1
60,practice,daily practice,Daily practice improves skills.,実践,日常の練習,日々の練習がスキルを向上させます。,名詞,pract- (行う) + ice- (名詞化),「行うこと」→実践,practical,実用的な,/ˈpræktɪs/,public\images\practice.webp,習慣や行動を反復し、技能や能力を向上させる,public\audio\ENG\1\practice.mp3,public\audio\ENG\2\practice.mp3,public\audio\ENG\3\practice.mp3,public\audio\JPN\1\practice.mp3,public\audio\JPN\2\practice.mp3,public\audio\JPN\3\practice.mp3,FALSE,1
61,benefit,gain benefits,Gain benefits from new methods.,利益,利益を得る,新しい方法から利益を得る。,名詞,bene- (良い) + fit- (適合),「良い適合」→利益,beneficial,有益な,/ˈbɛnɪfɪt/,public\images\benefit.webp,利点や良い結果、恩恵をもたらすこと,public\audio\ENG\1\benefit.mp3,public\audio\ENG\2\benefit.mp3,public\audio\ENG\3\benefit.mp3,public\audio\JPN\1\benefit.mp3,public\audio\JPN\2\benefit.mp3,public\audio\JPN\3\benefit.mp3,FALSE,1
62,theory,prove a theory,Scientists work to prove theories.,理論,理論を証明する,科学者たちは理論を証明するために働いています。,名詞,the- (見る) + ory- (状態),「見る状態」→理論,theorize,理論化する,/ˈθɪəri/,public\images\theory.webp,考えや仮説、事象を説明する枠組み,public\audio\ENG\1\theory.mp3,public\audio\ENG\2\theory.mp3,public\audio\ENG\3\theory.mp3,public\audio\JPN\1\theory.mp3,public\audio\JPN\2\theory.mp3,public\audio\JPN\3\theory.mp3,FALSE,1
63,issue,address an issue,We should address the issue of bullying,問題,問題に取り組む,私たちはいじめの問題に取り組むべきです。,名詞,iss- (出る) + ue- (名詞化),「出てくること」→問題,dismissal,解雇,/ˈɪʃuː/,public\images\issue.webp,議論や懸案事項、発生している困難,public\audio\ENG\1\issue.mp3,public\audio\ENG\2\issue.mp3,public\audio\ENG\3\issue.mp3,public\audio\JPN\1\issue.mp3,public\audio\JPN\2\issue.mp3,public\audio\JPN\3\issue.mp3,FALSE,1
64,experiment,conduct an experiment,We conduct experiments to test hypotheses.,実験,実験を行う,私たちは仮説を検証するために実験を行う。,名詞,ex- (外に) + per- (試す) + iment- (名詞化),「外で試すこと」→実験,experimentation,実験,/ɪkˈsperɪmənt/,public\images\experiment.webp,仮説を検証し、結果を得るための試み,public\audio\ENG\1\experiment.mp3,public\audio\ENG\2\experiment.mp3,public\audio\ENG\3\experiment.mp3,public\audio\JPN\1\experiment.mp3,public\audio\JPN\2\experiment.mp3,public\audio\JPN\3\experiment.mp3,FALSE,1
65,article,read an article,The article discusses recent discoveries.,記事,記事を読む,その記事は最近の発見について議論しています。,名詞,art- (技術) + -icle (小さい),「小さな技術」→記事,artisan,職人,/ˈɑrtɪkl/,public\images\article.webp,書籍や雑誌などに掲載される文章や論文,public\audio\ENG\1\article.mp3,public\audio\ENG\2\article.mp3,public\audio\ENG\3\article.mp3,public\audio\JPN\1\article.mp3,public\audio\JPN\2\article.mp3,public\audio\JPN\3\article.mp3,FALSE,1
66,focus,focus on the details,I focus on the details with a magnifying glass.,焦点,詳細に焦点を当てる,私は拡大鏡で細部に焦点を当てます。,名詞,fo- (火) + cus- (中心),「火の中心」→焦点,focal,焦点の,/ˈfoʊkəs/,public\images\focus.webp,注意や関心の中心となる対象やテーマ,public\audio\ENG\1\focus.mp3,public\audio\ENG\2\focus.mp3,public\audio\ENG\3\focus.mp3,public\audio\JPN\1\focus.mp3,public\audio\JPN\2\focus.mp3,public\audio\JPN\3\focus.mp3,FALSE,1
67,subject,subject of research,The scientist's subject of research is genetics.,主題,研究の対象,その科学者の研究対象は遺伝学です。,名詞,sub- (下) + ject- (投げる),「下に投げる」→主題,subjective,主観的な,/ˈsʌbdʒɪkt/,public\images\subject.webp,議論や研究の対象となるテーマやトピック,public\audio\ENG\1\subject.mp3,public\audio\ENG\2\subject.mp3,public\audio\ENG\3\subject.mp3,public\audio\JPN\1\subject.mp3,public\audio\JPN\2\subject.mp3,public\audio\JPN\3\subject.mp3,FALSE,1
68,project,launch a project,The team will launch a new project next month.,プロジェクト,プロジェクトを開始する,チームは来月新しいプロジェクトを立ち上げます。,名詞,pro- (前) + ject- (投げる),「前に投げる」→プロジェクト,projection,投影,/ˈprɑdʒɛkt/,public\images\project.webp,特定の目的や目標に向けて計画された作業,public\audio\ENG\1\project.mp3,public\audio\ENG\2\project.mp3,public\audio\ENG\3\project.mp3,public\audio\JPN\1\project.mp3,public\audio\JPN\2\project.mp3,public\audio\JPN\3\project.mp3,FALSE,1
69,quality,ensure quality,This product is known for its high quality.,質,品質を確保する,この製品は高品質で知られています。,名詞,qual- (特性) + -ity (状態),「特性の状態」→質,qualifier,資格を与える,/ˈkwɑlɪti/,public\images\quality.webp,物事の特性や性質、良さや価値の程度,public\audio\ENG\1\quality.mp3,public\audio\ENG\2\quality.mp3,public\audio\ENG\3\quality.mp3,public\audio\JPN\1\quality.mp3,public\audio\JPN\2\quality.mp3,public\audio\JPN\3\quality.mp3,FALSE,1
70,role,play a role,I played the role of a rabbit at the festival.,役割,役割を果たす,私は祭りでウサギの役割を演じました。,名詞,rol- (回転) + -e (名詞化),「回転すること」→役割,rollout,展開,/roʊl/,public\images\role.webp,個人や物事が果たす機能や役目,public\audio\ENG\1\role.mp3,public\audio\ENG\2\role.mp3,public\audio\ENG\3\role.mp3,public\audio\JPN\1\role.mp3,public\audio\JPN\2\role.mp3,public\audio\JPN\3\role.mp3,FALSE,1
71,term,during this term.,I'll be learning about space during this term,期間,この期間中,この学期は宇宙について学びます。,名詞,term- (境界),「境界」→期間,terminate,終了する,/tɜrm/,public\images\term.webp,時間的な長さや区切り、用語や条件の指定,public\audio\ENG\1\term.mp3,public\audio\ENG\2\term.mp3,public\audio\ENG\3\term.mp3,public\audio\JPN\1\term.mp3,public\audio\JPN\2\term.mp3,public\audio\JPN\3\term.mp3,FALSE,1
72,statement,make a statement,The CEO made an important statement yesterday.,主張,主張をする,CEOは昨日重要な発言をしました。,名詞,state- (状態) + ment- (名詞化),「状態の表明」→主張,restatement,再表明,/ˈsteɪtmənt/,public\images\statement.webp,言明や意見、声明を示す文,public\audio\ENG\1\statement.mp3,public\audio\ENG\2\statement.mp3,public\audio\ENG\3\statement.mp3,public\audio\JPN\1\statement.mp3,public\audio\JPN\2\statement.mp3,public\audio\JPN\3\statement.mp3,FALSE,1
73,material,use material,We use recycled material in our packaging.,材料,材料を使用する,私たちは包装にリサイクル素材を使用しています。,名詞,mater- (母) + -ial (名詞化),「母に関するもの」→材料,immaterial,物質的でない,/məˈtɪriəl/,public\images\material.webp,物質や要素、情報の根拠や基盤,public\audio\ENG\1\material.mp3,public\audio\ENG\2\material.mp3,public\audio\ENG\3\material.mp3,public\audio\JPN\1\material.mp3,public\audio\JPN\2\material.mp3,public\audio\JPN\3\material.mp3,FALSE,1
74,evidence,gather evidence,The lawyer gathered evidence for the case.,証拠,証拠を集める,弁護士は事件の証拠を集めました。,名詞,e- (出る) + vid- (見る) + ence- (名詞化),「出て見ること」→証拠,evident,明白な,/ˈɛvɪdəns/,public\images\evidence.webp,主張や結論を支持する根拠や証言,public\audio\ENG\1\evidence.mp3,public\audio\ENG\2\evidence.mp3,public\audio\ENG\3\evidence.mp3,public\audio\JPN\1\evidence.mp3,public\audio\JPN\2\evidence.mp3,public\audio\JPN\3\evidence.mp3,FALSE,1
75,source,cite a source,This article will cite several sources.,源,情報源を引用する,この記事は複数の情報源を引用します。,名詞,sourc- (出所) + -e (名詞化),「出所」→源,resource,資源,/sɔrs/,public\images\source.webp,情報や資源の出所、原因や始まり,public\audio\ENG\1\source.mp3,public\audio\ENG\2\source.mp3,public\audio\ENG\3\source.mp3,public\audio\JPN\1\source.mp3,public\audio\JPN\2\source.mp3,public\audio\JPN\3\source.mp3,FALSE,1
76,community,support the community,The program supports the local community.,コミュニティ,地域社会を支援する,このプログラムは地域コミュニティを支援しています。,名詞,com- (共に) + mun- (分配),「共に分け合う」→コミュニティ,communitarian,コミュニタリアン,/kəˈmjuːnəti/,public\images\community.webp,特定の地域やグループの集合体、共同体,public\audio\ENG\1\community.mp3,public\audio\ENG\2\community.mp3,public\audio\ENG\3\community.mp3,public\audio\JPN\1\community.mp3,public\audio\JPN\2\community.mp3,public\audio\JPN\3\community.mp3,FALSE,1
77,technology,develop technology,Developing new technology is essential for progress.,技術,技術を開発する,新しい技術の開発は進歩に不可欠です。,名詞,tech- (技術) + -ology (学問),「技術の学問」→技術,technique,技術,/tɛkˈnɑlədʒi/,public\images\technology.webp,科学的知識を実用的な目的で応用する方法や道具。,public\audio\ENG\1\technology.mp3,public\audio\ENG\2\technology.mp3,public\audio\ENG\3\technology.mp3,public\audio\JPN\1\technology.mp3,public\audio\JPN\2\technology.mp3,public\audio\JPN\3\technology.mp3,FALSE,1
78,culture,preserve culture,It's important to preserve our culture.,文化,文化を保存する,文化を保存することは重要です。,名詞,cult- (耕す) + -ure (名詞化),「耕すこと」→文化,cultivate,耕す,/ˈkʌltʃər/,public\images\culture.webp,ある社会や集団に共有される信念、習慣、価値観。,public\audio\ENG\1\culture.mp3,public\audio\ENG\2\culture.mp3,public\audio\ENG\3\culture.mp3,public\audio\JPN\1\culture.mp3,public\audio\JPN\2\culture.mp3,public\audio\JPN\3\culture.mp3,FALSE,1
79,appropriate,choose appropriate,We choose the most appropriate method.,適切な,適切なものを選ぶ,私たちは最も適切な方法を選択する。,形容詞,appropri- (適切にする) + -ate (動詞化),「適切にする」→適切な,propriety,妥当性,/əˈproʊpriət/,public\images\appropriate.webp,状況や目的に合った、正しいまたはふさわしいこと。,public\audio\ENG\1\appropriate.mp3,public\audio\ENG\2\appropriate.mp3,public\audio\ENG\3\appropriate.mp3,public\audio\JPN\1\appropriate.mp3,public\audio\JPN\2\appropriate.mp3,public\audio\JPN\3\appropriate.mp3,FALSE,1
80,likely,it's likely to rain,it's likely to rain before we reach home.,ありそうな,雨が降りそうです,家に着く前に雨が降る可能性があります。,形容詞,like- (似る) + -ly (形容詞化),「似ている状態」→ありそうな,likeness,類似,/ˈlaɪkli/,public\images\likely.webp,何かが起こる可能性が高いこと。,public\audio\ENG\1\likely.mp3,public\audio\ENG\2\likely.mp3,public\audio\ENG\3\likely.mp3,public\audio\JPN\1\likely.mp3,public\audio\JPN\2\likely.mp3,public\audio\JPN\3\likely.mp3,FALSE,1
81,possible,anything is possible,He believes anything is possible with hard work.,可能な,何でも可能です,彼は努力すれば何でも可能だと信じています。,形容詞,pos- (置く) + sible- (可能な),「置けること」→可能な,possibility,可能性,/ˈpɑsəbl/,public\images\possible.webp,実現や起こりうる能力があること。,public\audio\ENG\1\possible.mp3,public\audio\ENG\2\possible.mp3,public\audio\ENG\3\possible.mp3,public\audio\JPN\1\possible.mp3,public\audio\JPN\2\possible.mp3,public\audio\JPN\3\possible.mp3,FALSE,1
82,individual,behavior of individuals.,The behavior of individuals requires attention.,個人,個々の行動,個々の行動には注意が必要です。,名詞,ind- (分離する) + vid- (見る) + ual- (形容詞化),「分離して見る」→個人,individuality,個性,/ˌɪndəˈvɪdʒuəl/,public\images\individual.webp,一人ひとりの特定の人、または独特の特性を持つもの。,public\audio\ENG\1\individual.mp3,public\audio\ENG\2\individual.mp3,public\audio\ENG\3\individual.mp3,public\audio\JPN\1\individual.mp3,public\audio\JPN\2\individual.mp3,public\audio\JPN\3\individual.mp3,FALSE,1
83,public,The public library,The public library is a resource for the community.,公共の,公共図書館,公共図書館は地域の資源です。,形容詞,pub- (人々) + -lic (形容詞化),「人々に関する」→公共の,publicity,公表,/ˈpʌblɪk/,public\images\public.webp,一般の人々全体に関わる、または開かれていること。,public\audio\ENG\1\public.mp3,public\audio\ENG\2\public.mp3,public\audio\ENG\3\public.mp3,public\audio\JPN\1\public.mp3,public\audio\JPN\2\public.mp3,public\audio\JPN\3\public.mp3,FALSE,1
